"","Year","DOY","Port.1Soil.Resp.um.co2.m2.s","Port.1VWC","Port.1Soil.Temp.deg.C","Port.2soil.respum.co2.m2.s","Port.2VWC","Port.2Soil.Temp.deg.C","Port.3soil.respum.co2.m2.s","Port.3VWC","Port.3Soil.Temp.deg.C","Port.4Soil.Resp.um.co2.m2.s","Por4VWC","Port.4Soil.Temp.deg.C","Port.5soil.respum.co2.m2.s","Port.5VWC","Port.5Soil.Temp.deg.C","Port.6soil.respum.co2.m2.s","Port.6VWC","Port.6Soil.Temp.deg.C","Port.7soil.respum.co2.m2.s","Port.7VWC","Port.7Soil.Temp.deg.C","date"
"142",17,6.9343,0.2,0.22432,6.297,0.24,0.18534,6.944,0.22,0.19924,6.071,NA,0.21721,7.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-06
"143",17,6.9759,0.22,0.22378,5.738,0.25,0.18475,6.454,0.2,0.19867,5.636,NA,0.21555,6.421,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-06
"144",17,7.0176,0.2,0.22269,5.345,0.25,NA,6.059,0.21,0.19809,5.335,NA,0.215,6.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-07
"145",17,7.0593,0.2,0.22269,4.976,0.24,0.1824,5.717,0.22,0.19695,5.035,NA,0.21389,5.586,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-07
"146",17,7.1009,0.2,0.2216,4.606,0.23,0.18181,5.395,0.21,0.19695,4.755,NA,0.21277,5.183,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-07
"147",17,7.1426,0.16,0.22105,4.25,0.22,0.18181,5.06,0.22,0.19637,4.492,NA,0.21222,4.847,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-07
"148",17,7.1843,0.17,0.22105,4.064,0.23,0.18122,4.837,0.24,0.1958,4.337,NA,0.21166,4.618,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-07
"149",17,7.2259,0.17,0.2205,3.921,0.2,0.18003,4.662,0.23,0.19522,4.229,NA,0.2111,4.423,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-07
"150",17,7.2676,0.16,0.2205,3.804,0.22,0.17944,4.519,0.23,0.19522,4.144,NA,0.21054,4.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-07
"151",17,7.3093,0.2,0.21941,3.658,0.21,0.17944,4.367,0.19,0.19349,4.036,NA,0.20998,4.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-07
"152",17,7.3509,0.19,0.21996,3.706,0.2,0.17944,4.304,0.26,0.19407,4.076,NA,0.20998,4.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-07
"153",17,7.3926,0.24,0.21996,4.421,0.24,0.18003,4.578,0.31,0.19349,4.686,0.21,0.21222,5.377,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-07
"154",17,7.4342,0.3,0.22105,6.261,0.27,0.18122,5.178,0.41,0.19349,5.814,0.3,0.215,7.644,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-07
"155",17,7.4759,0.28,0.22269,8.887,0.34,0.18416,6.502,0.48,0.19465,7.206,0.36,0.2205,10.223,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-07
"156",17,7.5176,0.35,0.22541,11.078,0.38,0.18651,7.972,0.53,0.1958,8.565,0.49,0.22541,12.968,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-07
"157",17,7.5592,0.46,0.22703,12.466,0.43,0.18475,8.868,0.51,0.19637,9.134,0.47,0.22865,15.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-07
"158",17,7.6009,0.47,0.22703,12.099,0.45,0.18416,9.505,0.5,0.19637,9.715,0.46,0.2308,16.715,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-07
"159",17,7.6426,0.45,0.22541,11.498,0.46,0.18475,10.349,0.45,0.19522,10.181,0.38,0.23026,16.596,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-07
"160",17,7.6843,0.35,0.22432,11.224,0.4,0.18358,11.036,0.41,0.1958,10.146,0.3,0.22757,15.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-07
"161",17,7.7259,0.33,0.22323,10.515,0.39,0.18063,10.783,0.41,0.19465,9.657,0.13,0.22378,13.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-07
"162",17,7.7676,0.33,0.22269,9.524,0.34,0.17825,10.036,0.32,0.19407,8.875,NA,0.22105,11.482,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-07
"163",17,7.8092,0.3,0.22105,8.794,0.37,0.17587,9.384,0.32,0.19349,8.268,NA,0.21941,10.476,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-07
"164",17,7.8509,0.25,0.22105,8.206,0.37,0.17468,8.857,0.3,0.19349,7.784,NA,0.21721,9.716,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-07
"165",17,7.8926,0.26,0.21996,7.742,0.3,0.17468,8.411,0.3,0.19291,7.397,NA,0.21665,9.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-07
"166",17,7.9343,0.26,0.21941,7.329,0.27,0.17288,8.02,0.3,0.19233,7.057,NA,0.215,8.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-07
"167",17,7.9759,0.22,0.21831,6.961,0.29,0.17168,7.659,0.27,0.19175,6.752,NA,0.21389,8.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-07
"168",17,8.0176,0.22,0.21831,6.65,0.26,0.17108,7.358,0.29,0.19059,6.513,NA,0.21277,7.732,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-08
"169",17,8.0593,0.25,0.21721,6.39,0.32,0.17048,7.102,0.24,0.19059,6.311,NA,0.21222,7.406,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-08
"170",17,8.1009,0.23,0.21721,6.154,0.26,0.16987,6.863,0.23,0.19001,6.11,NA,0.21166,7.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-08
"171",17,8.1426,0.22,0.21665,5.91,0.28,0.16927,6.623,0.24,0.18943,5.91,NA,0.21054,6.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-08
"172",17,8.1843,0.2,0.21665,5.654,0.24,0.16867,6.397,0.22,0.18885,5.701,NA,0.20998,6.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-08
"173",17,8.2259,0.21,0.2161,5.563,0.24,0.16806,6.245,0.26,0.18826,5.611,NA,0.20942,6.405,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-08
"174",17,8.2676,0.19,0.2161,5.413,0.22,0.16746,6.109,0.24,0.18768,5.509,NA,0.20886,6.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-08
"175",17,8.3093,0.23,0.21555,5.283,0.28,0.16685,5.969,0.23,0.18768,5.414,NA,0.2083,6.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-08
"176",17,8.3509,0.2,0.21555,5.388,0.23,0.16685,5.955,0.27,0.1871,5.497,0.12,0.2083,6.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-08
"177",17,8.3926,0.26,0.2161,6.152,0.24,0.16746,6.254,0.36,0.1871,6.174,0.25,0.21054,7.437,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-08
"178",17,8.4342,0.36,0.21665,8.373,0.29,0.16927,6.926,0.52,0.18768,7.601,0.43,0.21444,10.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-08
"179",17,8.4754,0.38,0.21996,11.626,0.42,0.17408,8.458,0.61,0.18885,9.433,0.56,0.21996,12.869,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-08
"180",17,8.5171,0.41,0.22269,14.025,0.42,0.17647,9.963,0.63,0.19059,10.971,0.66,0.22649,15.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-08
"181",17,8.5588,0.57,0.22432,15.46,0.5,0.17468,10.914,0.61,0.19117,11.521,0.69,0.22972,18.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-08
"182",17,8.6004,0.56,0.22541,15.08,0.52,0.17468,11.556,0.63,0.19059,12.15,0.63,0.23187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-08
"183",17,8.6421,0.54,0.22269,14.474,0.59,0.17528,12.502,0.54,0.19175,12.747,0.55,0.23133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-08
"184",17,8.6837,0.48,0.22214,14.167,0.53,0.17288,13.309,0.53,0.19117,12.692,0.42,0.22811,17.862,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-08
"185",17,8.7254,0.45,0.22105,13.339,0.45,0.17048,13.012,0.44,0.19059,12.087,0.23,0.22432,15.853,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-08
"186",17,8.7676,0.42,0.21886,12.25,0.42,0.16746,12.241,0.4,0.19001,11.203,0.18,0.22105,14.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-08
"187",17,8.8088,0.41,0.21886,11.377,0.45,0.16564,11.527,0.39,0.18885,10.469,0.15,0.21886,13.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-08
"188",17,8.8504,0.35,0.21721,10.699,0.42,0.16381,10.95,0.38,0.18885,9.92,0.14,0.21721,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-08
"189",17,8.8926,0.31,0.21721,10.152,0.42,0.16198,10.474,0.39,0.18826,9.472,0.11,0.215,11.616,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-08
"190",17,8.9343,0.35,0.21665,9.712,0.46,0.16137,10.063,0.34,0.1871,9.118,0.09,0.21389,11.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-08
"191",17,8.9759,0.33,0.21555,9.31,0.36,0.15953,9.699,0.37,0.1871,8.791,NA,0.21277,10.591,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-08
"192",17,9.0171,0.28,0.215,8.931,0.32,0.15892,9.339,0.35,0.18651,8.489,NA,0.21166,10.149,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-09
"193",17,9.0588,0.31,0.21444,8.717,0.34,0.1583,9.058,0.35,0.18534,8.311,0.1,0.2111,9.853,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-09
"194",17,9.1009,0.28,0.21389,8.548,0.31,0.15769,8.845,0.33,0.18534,8.192,NA,0.20998,9.568,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-09
"195",17,9.1421,0.28,0.21389,8.349,0.3,0.15646,8.643,0.3,0.18475,8.036,0.11,0.20942,9.299,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-09
"196",17,9.1838,0.27,0.21277,8.11,0.32,0.15646,8.426,0.28,0.18416,7.822,0.08,0.2083,8.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-09
"197",17,9.2259,0.26,0.21222,7.826,0.31,0.15522,8.193,0.33,0.18358,7.59,NA,0.20774,8.683,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-09
"198",17,9.2676,0.28,0.21277,7.619,0.3,0.1546,8.006,0.35,0.18299,7.458,NA,0.20718,8.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-09
"199",17,9.3088,0.25,0.21222,7.445,0.33,0.1546,7.838,0.31,0.1824,7.334,NA,0.20661,8.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-09
"200",17,9.3504,0.32,0.21222,7.655,0.33,0.15399,7.861,0.36,0.1824,7.496,0.18,0.20661,8.799,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-09
"201",17,9.3921,0.34,0.21277,8.715,0.31,0.15584,8.452,0.46,0.1824,8.321,0.28,0.2083,10.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-09
"202",17,9.4338,0.41,0.21389,10.606,0.36,0.15769,9.341,0.56,0.1824,9.628,0.45,0.21222,12.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-09
"203",17,9.4754,0.49,0.21665,12.694,0.41,0.16076,10.785,0.65,0.18358,11.067,0.45,0.21555,13.907,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-09
"204",17,9.5176,0.45,0.21721,13.436,0.45,0.16015,11.852,0.6,0.18475,11.9,0.33,0.21665,14.299,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-09
"205",17,9.5588,0.47,0.21776,14.302,0.49,0.16076,12.524,0.64,0.18475,12.475,0.5,0.21831,15.646,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-09
"206",17,9.6004,0.56,0.21831,15.041,0.52,0.16015,13.014,0.67,0.18651,13.112,0.57,0.22105,17.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-09
"207",17,9.6421,0.59,0.21886,14.996,0.54,0.16015,13.538,0.65,0.18593,13.46,0.48,0.22105,17.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-09
"208",17,9.6842,0.59,0.21721,14.717,0.53,0.15707,13.665,0.57,0.18651,13.194,0.28,0.21886,15.893,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-09
"209",17,9.7259,0.52,0.21665,13.903,0.49,0.15399,13.208,0.53,0.18534,12.593,0.21,0.21665,14.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-09
"210",17,9.7676,0.45,0.21555,12.964,0.43,0.15275,12.55,0.43,0.18475,11.895,0.18,0.21444,13.806,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-09
"211",17,9.8092,0.44,0.21389,12.081,0.41,0.15026,11.879,0.45,0.18416,11.211,0.14,0.21277,12.896,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-09
"212",17,9.8509,0.39,0.21389,11.431,0.43,0.14839,11.293,0.42,0.18416,10.664,0.13,0.2111,12.299,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-09
"213",17,9.8926,0.39,0.21277,10.739,0.41,0.14713,10.759,0.38,0.18299,10.138,0.12,0.20998,11.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-09
"214",17,9.9343,0.33,0.2111,10.105,0.36,0.14588,10.248,0.34,0.18299,9.632,NA,0.20774,10.883,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-09
"215",17,9.9759,0.33,0.21054,9.43,0.35,0.14463,9.706,0.32,0.18181,9.083,NA,0.20661,10.218,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-09
"216",17,10.018,0.3,0.20942,8.855,0.39,0.14274,9.203,0.3,0.18122,8.597,NA,0.20549,9.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-10
"217",17,10.059,0.31,0.20886,8.345,0.3,0.14147,8.74,0.36,0.18063,8.168,NA,0.20379,9.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-10
"218",17,10.101,0.31,0.20886,7.98,0.31,0.14211,8.374,0.34,0.17944,7.856,NA,0.20322,8.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-10
"219",17,10.143,0.27,0.2083,7.714,0.28,0.14084,8.128,0.28,0.17885,7.636,NA,0.20266,8.572,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-10
"220",17,10.184,0.25,0.20774,7.311,0.31,0.14021,7.802,0.29,0.17825,7.338,NA,0.20209,8.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-10
"221",17,10.226,0.27,0.20661,6.975,0.32,0.13958,7.501,0.29,0.17766,7.067,NA,0.20095,7.934,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-10
"222",17,10.267,0.25,0.20605,6.724,0.28,0.13894,7.287,0.27,0.17706,6.846,NA,0.20038,7.521,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-10
"223",17,10.309,0.23,0.20605,6.296,0.24,0.13831,6.932,0.21,0.17706,6.496,NA,0.19924,7.082,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-10
"224",17,10.35,0.28,0.20549,6.146,0.27,0.13831,6.698,0.25,0.17587,6.349,NA,0.19924,7.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-10
"225",17,10.392,0.34,0.20549,6.686,0.27,0.13831,6.822,0.4,0.17587,6.769,0.22,0.19981,8.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-10
"226",17,10.434,0.36,0.20718,8.708,0.31,0.14021,7.33,0.53,0.17587,8.02,0.4,0.20379,10.452,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-10
"227",17,10.475,0.41,0.20998,11.811,0.41,0.144,8.669,0.67,0.17647,9.696,0.53,0.21054,13.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-10
"228",17,10.517,0.52,0.21277,13.619,0.44,0.14713,10.261,0.65,0.17825,10.97,0.54,0.21444,15.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-10
"229",17,10.559,0.55,0.21444,15.007,0.45,0.14588,11.317,0.66,0.17766,11.632,0.52,0.21721,16.682,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-10
"230",17,10.6,0.53,0.21444,15.153,0.49,0.14525,12.362,0.62,0.17885,12.398,0.44,0.21831,16.859,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-10
"231",17,10.642,0.53,0.21389,14.697,0.55,0.14525,12.965,0.6,0.18003,12.76,0.48,0.21831,17.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-10
"232",17,10.684,0.51,0.21277,14.282,0.5,0.14211,13.345,0.51,0.17944,12.607,0.28,0.21555,16.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-10
"233",17,10.726,0.47,0.21054,13.09,0.41,0.13894,12.728,0.4,0.17885,11.834,0.15,0.21166,14.324,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-10
"234",17,10.768,0.38,0.20942,11.803,0.43,0.1364,11.789,0.38,0.17885,10.856,0.12,0.20886,12.901,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-10
"235",17,10.809,0.4,0.20774,10.857,0.41,0.13449,10.998,0.33,0.17766,10.081,NA,0.20661,11.817,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-10
"236",17,10.851,0.32,0.20661,9.972,0.35,0.13257,10.24,0.34,0.17706,9.368,NA,0.20436,10.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-10
"237",17,10.893,0.28,0.20549,9.228,0.33,0.13128,9.577,0.29,0.17647,8.754,NA,0.20266,10.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-10
"238",17,10.934,0.32,0.20436,8.572,0.32,0.13,8.977,0.3,0.17528,8.213,NA,0.20095,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-10
"239",17,10.975,0.27,0.20379,8.021,0.29,0.12936,8.466,0.29,0.17468,7.756,NA,0.19924,8.978,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-10
"240",17,11.018,0.27,0.20322,7.661,0.31,0.12871,8.088,0.29,0.17348,7.423,NA,0.19809,8.599,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-11
"241",17,11.059,0.27,0.20266,7.311,0.39,0.12871,7.76,0.27,0.17348,7.131,NA,0.19752,8.287,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-11
"242",17,11.1,0.27,0.20209,6.857,0.32,0.12807,7.404,0.25,0.17288,6.783,NA,0.19637,7.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-11
"243",17,11.142,0.22,0.20095,6.423,0.27,0.12678,7.033,0.23,0.17228,6.429,NA,0.19522,7.476,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-11
"244",17,11.184,0.26,0.20095,6.083,0.29,0.12678,6.701,0.25,0.17168,6.136,NA,0.19465,7.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-11
"245",17,11.226,0.24,0.20038,5.823,0.27,0.12678,6.459,0.25,0.17108,5.898,NA,0.19407,6.937,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-11
"246",17,11.267,0.2,0.19981,5.437,0.23,0.12548,6.139,0.22,0.17048,5.589,NA,0.19349,6.472,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-11
"247",17,11.309,0.21,0.19867,5.112,0.23,0.12548,5.84,0.22,0.16987,5.315,NA,0.19233,6.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-11
"248",17,11.351,0.24,0.19924,5.02,0.23,0.12548,5.678,0.25,0.16927,5.229,NA,0.19175,6.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-11
"249",17,11.392,0.3,0.19924,5.773,0.33,0.12613,5.911,0.4,0.16867,5.894,0.24,0.19349,7.338,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-11
"250",17,11.434,0.33,0.20095,8.188,0.3,0.12807,6.628,0.51,0.16867,7.368,0.46,0.19752,10.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-11
"251",17,11.475,0.39,0.20492,11.267,0.38,0.13193,8.049,0.61,0.16987,9.059,0.48,0.20436,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-11
"252",17,11.517,0.47,0.2083,13.443,0.44,0.13449,9.661,0.58,0.17228,10.458,0.59,0.21054,15.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-11
"253",17,11.559,0.53,0.21054,15.202,0.45,0.13193,10.746,0.6,0.17168,11.078,0.66,0.21555,17.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-11
"254",17,11.6,0.62,0.21277,15.182,0.51,0.13064,11.523,0.62,0.17408,11.822,0.55,0.21721,18.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-11
"255",17,11.643,0.55,0.20998,14.503,0.52,0.13,12.428,0.51,0.17468,12.252,0.41,0.215,17.933,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-11
"256",17,11.684,0.52,0.20774,13.979,0.49,0.12742,12.959,0.51,0.17408,12.04,0.29,0.21166,16.473,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-11
"257",17,11.726,0.47,0.20661,12.945,0.45,0.12418,12.443,0.42,0.17408,11.347,0.17,0.20774,14.508,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-11
"258",17,11.768,0.4,0.20379,11.591,0.37,0.12224,11.524,0.39,0.17348,10.406,0.1,0.20436,12.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-11
"259",17,11.809,0.35,0.20322,10.739,0.36,0.12093,10.799,0.39,0.17168,9.714,NA,0.20152,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-11
"260",17,11.851,0.3,0.20095,9.836,0.32,0.11897,10.073,0.34,0.17168,9.001,NA,0.19924,10.903,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-11
"261",17,11.893,0.27,0.20038,8.992,0.32,0.11832,9.363,0.26,0.17108,8.322,NA,0.19695,10.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-11
"262",17,11.934,0.27,0.19924,8.296,0.32,0.11767,8.758,0.27,0.17048,7.762,NA,0.19522,9.378,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-11
"263",17,11.975,0.25,0.19809,7.759,0.28,0.11635,8.26,0.26,0.16987,7.348,NA,0.19349,8.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-11
"264",17,12.018,0.24,0.19809,7.249,0.28,0.11635,7.81,0.23,0.16927,6.96,NA,0.19233,8.306,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-12
"265",17,12.059,0.28,0.19637,6.785,0.25,0.1157,7.402,0.22,0.16806,6.576,NA,0.19117,7.817,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-12
"266",17,12.101,0.3,0.19637,6.329,0.27,0.11504,6.983,0.21,0.16746,6.183,NA,0.19001,7.313,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-12
"267",17,12.143,0.24,0.1958,5.932,0.28,0.11504,6.605,0.2,0.16685,5.841,NA,0.18885,6.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-12
"268",17,12.184,0.2,0.19465,5.568,0.23,0.11438,6.255,0.22,0.16625,5.531,NA,0.18826,6.472,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-12
"269",17,12.226,0.24,0.19465,5.217,0.21,0.11504,5.932,0.19,0.16564,5.247,NA,0.1871,6.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-12
"270",17,12.268,0.19,0.19349,4.891,0.23,0.11438,5.633,0.19,0.16503,4.998,NA,0.18651,5.795,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-12
"271",17,12.309,0.22,0.19349,4.647,0.2,0.11438,5.391,0.18,0.16503,4.788,NA,NA,5.553,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-12
"272",17,12.351,0.24,0.19349,4.75,0.22,0.11504,5.321,0.22,0.16442,4.854,NA,NA,5.889,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-12
"273",17,12.393,0.28,0.19465,5.772,0.25,0.1157,5.74,0.39,0.16442,5.694,0.28,0.18768,7.532,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-12
"274",17,12.434,0.38,0.19637,8.35,0.31,0.11832,6.838,0.49,0.16503,7.322,0.5,0.19175,10.181,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-12
"275",17,12.476,0.34,0.19981,10.833,0.3,0.12028,8.204,0.49,0.16564,8.884,0.34,0.19752,12.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-12
"276",17,12.517,0.44,0.20209,12.133,0.39,0.12158,9.372,0.56,0.16685,9.902,0.53,0.20095,13.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-12
"277",17,12.559,0.5,0.20379,13.597,0.45,0.12028,10.629,0.66,0.16867,10.863,0.67,0.20436,15.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-12
"278",17,12.601,0.5,0.20661,14.641,0.48,0.11832,11.741,0.6,0.16867,11.839,0.41,0.20718,16.673,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-12
"279",17,12.643,0.46,0.20492,14.276,0.45,0.11635,12.376,0.59,0.17048,12.151,0.33,0.20492,15.998,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-12
"280",17,12.684,0.44,0.20379,13.894,0.41,0.11372,12.617,0.5,0.17048,12.039,0.24,0.20322,14.978,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-12
"281",17,12.726,0.45,0.20095,12.931,0.41,0.11042,12.219,0.39,0.16927,11.48,0.18,0.19981,13.569,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-12
"282",17,12.768,0.35,0.19924,11.631,0.35,0.1091,11.363,0.36,0.16867,10.566,NA,0.19695,12.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-12
"283",17,12.809,0.39,0.19752,10.599,0.37,0.10777,10.546,0.31,0.16806,9.77,0.11,0.19465,11.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-12
"284",17,12.851,0.34,0.1958,9.771,0.36,0.1071,9.862,0.33,0.16685,9.094,NA,0.19291,10.546,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-12
"285",17,12.893,0.29,0.19522,9.085,0.32,0.10644,9.271,0.29,0.16685,8.523,NA,0.19117,9.937,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-12
